Title,Symptoms,Related Diseases,Departments,Synonyms
엘러스-단로스 증후군 (Ehlers-Danlos syndrome),"관절 불안정증, 멍","마르판 증후군 , 코넬리아드랑게 증후군 , 누난 증후군 , 베크위트-위드만 증후군, ARC 증후군, 루빈스타인 테이비 증후군 , 러셀 실버 증후군 , 대뇌성 거인증 , 트리처 콜린스 증후군 , 바르덴부르크 증후군, 다발성 흑자 증후군, 클리펠-트라우네이-베버 증후군, 홀트-오람 증후군 , 연골외배엽 이형성증 , 판코니범혈구감소증, 골덴하 증후군","의학유전학센터, 소아내분비대사과, 의학유전학과",
엡스테인 심기형(Ebstein anomaly),"호흡곤란, 심부전, 발육부전, 청색증, 수유 곤란, 심잡음","부정맥, 심장 판막 질환, 울혈성 심부전, 심방 중격 결손","소아청소년심장과, 소아심장외과, 선천성심장병센터","엡스타인기형,엡스테인 기형"
여드름(Acne),"고름, 면포, 낭종, 결절","지루성 피부염, 피부염, 다낭성 난소 증후군, 모낭염",피부과,"Acne vugalis,blackhead,comedo,면포,보통여드름,일반여드름"
여성 불임(Female infertility),"생리불순, 월경과다, 복부 통증","다낭성 난소 증후군, 골반 염증성 질환",산부인과,"infertility,불임,여성 불임증"
여성형 유방(Gynecomastia),"무증상, 유방의 멍울","고환 종양, 후천성 면역결핍증, 고환염, 신부전, 클라인펠터 증후군 , 칼만 증후군, 뇌하수체 양성 및 악성 신생물, 갑상선기능항진증","내분비내과, 성형외과, 유방외과",여성형 유방증
연골무형성증(Achondroplasia),"O자 다리, 발육부전, 척추 후만, 척추 측만","스티클러 증후군, 저인산증, 파이퍼 증후군 , 에이퍼트 증후군 , 크루존 증후군, 골형성부전증, 연골형성저하증","의학유전학센터, 소아내분비대사과, 의학유전학과, 소아정형외과","연골무발생증,연골발육부전증,태아연골이양증"
연골연화증(Chondromalacia),"운동장애, 관절 운동성 감소, 관절통, 무릎 부위 통증","반월판 연골손상, 슬관절 장애, 연골형성저하증, 연골무형성증, 슬개건염, 내연골종, 반달연골 이상",정형외과,"슬개 대퇴 동통 증후군,슬개골 연골연화증"
연골외배엽 이형성증 (Ellis-van Creveld syndrome),,"클리펠-트라우네이-베버 증후군, 홀트-오람 증후군 , 판코니범혈구감소증, 엘러스-단로스 증후군 , 코넬리아드랑게 증후군 , 베크위트-위드만 증후군, ARC 증후군, 다발성 흑자 증후군, 바르덴부르크 증후군, 트리처 콜린스 증후군 , 대뇌성 거인증 , 러셀 실버 증후군 , 루빈스타인 테이비 증후군 , 누난 증후군 , 마르판 증후군 ","의학유전학센터, 의학유전학과",엘리스-반 클레벨드 증후군
연골형성저하증(Hypochondroplasia),,"에이퍼트 증후군 , 골형성부전증, 니스트 이형성증, 파이퍼 증후군 , 크루존 증후군, 스티클러 증후군, 연골무형성증","의학유전학센터, 의학유전학과","연골저형성증,저연골형성증"
연부조직 육종(Soft tissue sarcoma),"무증상, 덩어리가 만져짐","육종, 골육종, 횡문근육종, 카포시 육종, 유잉육종","종양내과, 방사선종양학과, 성형외과, 소아청소년종양혈액과, 정형외과, 암병원",
연부조직 전이(Soft tissue metastatic),"암 부위별로 다름, 종양부위 부종","대장암, 담낭암, 간세포암, 췌장암, 식도암, 직장암, 위암, 폐암, 비소세포성 폐암, 소세포성 폐암, 유방암, 간 전이, 바터 팽대부 암, 전립선암, 신세포암종, 방광암, 신우요관암, 피부암, 갑상선암, 부신암, 진행성 위암, 조기 위암, 소장암, 자궁경부암, 자궁내막암, 난소암, 자궁 상피 내 암종, 후두암, 전이 암, 폐 전이, 췌장 전이암, 전이성 신장암, 신우요관암의 전이, 융모막암종, 두경부암, 항문암, 담관암, 갑상선 여포암, 갑상선 수질암, 갑상선 미분화암, 기저세포 암종, 충수암, 안암, 흉선암, 구강암, 타액선암, 척수 종양, 직장 유암종, 위 유암종, 편도암, 원발부위 불명암, 음경암, 부갑상선암, 비장암, 유방 상피내암, 혈액암, 갑상선 유두암, 질암, 외음부암","종양내과, 방사선종양학과",연조직 전이
열 피로(heat exhaustion),"어지러움, 탈수, 권태감, 차갑고 축축한 피부",열사병,"가정의학과, 응급의학과","열경기,열경련,열성경기,열성경련,열탈진,일사병"
열사병(Heat stroke),"의식 변화, 피부 건조, 저혈압, 피부홍조, 호흡곤란",열 피로,응급의학과,
염좌(sprain),"관절통, 관절 운동성 감소, 관절 불안정증, 손상 부위 통증, 발의 통증",건 손상,정형외과,삠
영아 돌연사 증후군(Sudden Infant Death Syndrome),돌연사,"신생아 호흡곤란증후군, 성인 호흡곤란 증후군",,"유아급사증후군,영아급사증후군"
영아 비대성 유문협착증(IHPS (infantile hypertrophic pyloric stenosis)),"위의 연동운동이 보임, 영양 불량, 분출성 구토, 탈수",선천성 기형,"산부인과, 소아외과","Hypertrophic Pyloric Stenosis in newborn infants,선천성 비대성 유문협착증,신생아 비후성 유문협착증"
영아 산통(Infantile Colic),"보챔, 발작적인 울음 ","복막염, 바이러스성 장염","신생아과, 어린이병원","3-month colic,3개월산통,colic syndrome,evening colic,산통증후군,저녁산통"
오래된 심근경색증(Old myocardial infarction),"가슴 쓰림, 빈맥, 가슴 통증, 방사통, 부정맥, 가슴 답답","울혈성 심부전, 고혈압, 죽상경화증, 급성 심근경색증, 불안정형 협심증, 협심증","심장내과, 심장병원","만성 심근경색증,만성심근경색"
오목가슴(Pectus excavatum),,"마르판 증후군 , 터너 증후군 , 척추측만증, 골형성부전증, 누난 증후군 , 구루병, 천식, 신경섬유종",심장혈관흉부외과,"함몰가슴,함몰흉"
오스굿씨 병(Osgood Schlatter Disease),"무릎 부위 통증, 다리 통증, 압통, 무릎 부위 부종",슬개건염,정형외과,"경골절 골연골증,경골절의 골연골증,오스굿 슐라터병,오스굿 실라터병"
오타 모반(Ota like Melanosis),"반점, 얼굴 한쪽의 반점",과오종,피부과,"오타모반,오타씨모반,오타 반점"
온전한 심실 중격을 가진 폐동맥 폐쇄(Pulmonary atresia with intact venticulr septum),"전신 부종, 청색증, 심방 부정맥, 간비대, 복수, 대사성 산증","선천성 심장 질환, 대사성 산증, 폐성 고혈압, 엡스테인 심기형","소아청소년심장과, 소아심장외과, 선천성심장병센터",
옴(Scabies),"습진, 피부소양감","피부염, 습진, 농가진",피부과,"개선증,피부병 옴"
옻 중독(Poison ivy dermatitis),"물집, 오심, 장액성 분비물, 구토, 발진, 어지러움, 피부소양감","피부염, 접촉 피부염, 습진",피부과,"옻,옻오름"
완전 척수 손상(Complete cord injury),"사지 마비, 호흡곤란, 배뇨장애, 활력징후 이상","배뇨통, 척수병증","신경외과, 재활의학과","Spinal Cord Trauma,척수손상"
외꺼풀(Oriental eyelid),,안검내반,성형외과,홑꺼풀
외반슬(Knock-knee),"다리 통증, 보행이상, X자 다리","내반슬, 구루병, 연골무형성증",정형외과,X 다리
외상 후 스트레스 장애(Post-traumatic stress disorder),"대인관계 어려움, 불안, 수면장애","불안 장애, 공황 장애, 우울증","정신건강의학과, 소아정신건강의학과","외상후 스트레스,PTSD"
외상성 경막하 출혈(Traumatic subdural hemorrhage),"구토, 혼수, 호흡곤란, 두통, 반신마비","자발성 두개강 내 출혈, 외상에 의한 뇌 손상",신경외과,"subdural hemorrhage,경막하 출혈,경막하혈종,급성 경막하 출혈"
외상성 치매 (Traumatic dementia),"언어장애, 변실금, 성격의변화, 인지장애, 기억장애","치매, 알츠하이머병, 혈관성 치매",정신건강의학과,"PTD,권투선수의 치매,만성 외상성 뇌병변,외상 후 치매,외상성 뇌병변"
외상에 의한 고막 천공(Traumatic rupture of ear drum [Traumatic tympanic membrane perforation]),"이명, 청력장애, 환부의 분비물","만성 중이염, 아동 학대",이비인후과,"고막 천공,고막 파열,외상성 고막 천공,외상성고막파열"
외상에 의한 뇌 손상(Traumatic brain injury),"혼수, 경련, 오심, 의식 변화, 감각 과민, 피로감, 어지러움, 구토, 기억장애, 두통","외상에 의한 척수 손상, 자발성 두개강 내 출혈, 외상성 경막하 출혈, 외상에 의한 척추 손상","신경과, 신경외과, 응급의학과","brain concussion,뇌진탕"
외상에 의한 척수 손상(Traumatic Spinal cord injury),"서호흡, 장마비, 발진, 배뇨장애","척수병증, 횡단성 척수염, 완전 척수 손상","신경외과, 응급의학과",외상성척수손상
외상에 의한 척추 손상(Traumatic spine injury),"저혈압, 서맥, 활력징후 이상","외상에 의한 뇌 손상, 외상에 의한 척수 손상","신경외과, 응급의학과, 정형외과","경추부염좌,척추손상"
외음부암(Vulvar Cancer),"생식기 출혈, 환부 부종, 소양감","질암, 자궁 탈출증, 자궁경부암, 바르톨린샘의 고름집","산부인과, 암병원",
외음질의 이물(Foreign body in vulva and vagina),"비정상적 질 분비물, 복부 통증","대장균 감염, 아동 학대","산부인과, 응급의학과",질 및 외음부의 이물질
외이도염(Otitis externa),"귀의 통증, 청력장애, 피부소양감, 악취, 환부의 분비물","만성 중이염, 삼출성 중이염, 고막염",이비인후과,외이도염증
요관 결석(Ureteral stone),"옆구리 통증, 혈뇨, 오심, 구토, 빈뇨, 복부팽만감","신장 결석, 요로결석, 급성 신우신염, 수신증",비뇨의학과,요로결석
요관 협착(Ureteral stricture),"열, 옆구리 통증, 요로감염, 복부 통증, 혈뇨","수신증, 신장 결석, 선천성 수신증",비뇨의학과,
요근 농양(Psoas abscess),"덩어리가 만져짐, 골반 통증, 식욕부진, 기운없음, 요통, 보행이상, 열, 체중감소","결핵성 복막염, 골수염, 결핵, 결핵성 골수염, 척추 골수염, 결핵성 임파선염, 당뇨병",,
요도 협착(Urethral Stricture),,임질,비뇨의학과,
요도하열(Hypospadias),"요도가 아랫쪽에 위치, 정상적인 성생활 불가능",음경만곡증,"비뇨의학과, 소아비뇨의학과","hypospadia,요도밑열림증,요도하열증"
요독증(Uremia),"피부소양감, 전신 부종, 의식 저하, 피로감, 출혈 경향성, 두통","신증후성 출혈열, 선천성 수신증",신장내과,
요로 감염(Urinary tract infection),"긴박뇨, 오한, 열, 소양감, 옆구리 통증, 빈뇨, 배뇨 시 통증, 잔뇨감, 배뇨장애, 배뇨곤란","요관 협착, 급성 방광염, 비임균성 요도염, 급성 신우신염","신장내과, 노년내과, 비뇨의학과, 소아신장과, 소아비뇨의학과",요로염
요로결석(Urolithiasis),"옆구리 통증, 빈뇨, 오심, 잔뇨감, 혈뇨","신장 결석, 요관 결석",비뇨의학과,요로결석증
요붕증(Diabetes insipidus),"피부 건조, 열, 의식 저하, 탈수, 경련, 구강건조, 구토, 다뇨, 갈증","뇌하수체 기능부전, 뇌하수체 양성 및 악성 신생물","내분비내과, 소아내분비대사과",항이뇨호르몬 결핍증
요실금(Urinary incontinence),"긴박뇨, 소변이 샘","전립선암, 복압성 요실금, 방광질 누공, 과민성 방광, 신경인성 방광",비뇨의학과,"노인성요실금,노인요실금"
요족(Cavus foot),"보행이상, 요통, 갈퀴족지 , 발바닥 피부 두꺼워짐, 발의 통증",선천성 편평발,정형외과,"까치발,오목발"
요추 전방전위증(Lumbar spondylolisthesis),"보행이상, 요통, 자세이상, 파행, 저림","퇴행성 척추 장애, 외상에 의한 척추 손상, 강직성 척추염, 요추관 협착증, 노인성 척추후만증, 척추병증, 요통","신경외과, 정형외과","요추전위증,척추전방전위증,척추전위증"
요추 추간판 탈출증(Herniation of intervertebral disk),"다리 통증, 하지 마비, 저림, 감각 이상, 요통","노인성 척추후만증, 요추 전방전위증, 후종인대 골화증, 퇴행성 척추 장애, 요추관 협착증, 척추병증","마취통증의학과, 신경외과, 정형외과","디스크,척추관 협착증,퇴행성 척추관 협착증,허리 디스크"
요추관 협착증(Lumbar spinal stenosis),"저림, 요통, 방사통, 하지의 근력약화, 파행",경추 추간판 탈출증,"마취통증의학과, 신경외과, 정형외과","척추관 협착증,퇴행성 척추관 협착증"
요충증(Enterobiasis),"소양감, 대변에 벌레 관찰됨",스파르가눔증,감염내과,요충병
요통(Low back pain),"저림, 환부 통증","요추 전방전위증, 골다공증, 요추관 협착증, 좌골신경통, 경추 추간판 탈출증, 염좌","노년내과, 마취통증의학과, 신경외과, 재활의학과, 정형외과, 스포츠건강의학센터","lumbago,아래허리통증,저배통,허리통,허리통증"
욕창(Skin defect (and/or) soft tissue defect),"발적, 피부궤양, 피부색 변화, 피부균열, 환부 부종, 괴사, 열감, 물집","봉와직염, 패혈증, 골수염",성형외과,"Skin Defect and Soft Tissue Defect,Skin Defect or Soft Tissue Defect,pressure sore,sore,압박궤양,피부 또는 연조직 결손"
용혈빈혈(Hemolytic anemia),"황달, 운동 시 호흡곤란, 비장비대, 창백, 빈혈, 담석, 피부궤양, 어지러움, 피로감","자가면역용혈질환, 약물 유발성 자가면역성 용혈성 빈혈, 미세혈관병용혈빈혈",,용혈성 빈혈
용혈성 요독 증후군(Hemolytic Uremic Syndrome),"멍, 전신 부종, 신부전, 열, 복부 통증, 자반증, 설사, 고혈압, 혈변, 빈혈, 구토, 황달, 복수, 간비대, 혈뇨","세균성 이질, 후천성 면역결핍증, 대장균 감염, 대장염, 급성 신부전, 미세혈관병용혈빈혈, 폰빌레브란트병, 면역혈소판감소증, 전신 홍반성 낭창, 식중독, 항인지질 항체 증후군, 장출혈성 대장균 감염증","감염내과, 소화기내과, 신장내과, 소아신장과, 소아감염과","햄버거병,HUS"
우울증(Depressive disorder),"오후 우울감 완화, 삶에 대한 흥미 상실, 수면장애, 자살의 위험, 식욕부진, 망상, 환각","산후 우울증, 수면 장애","정신건강의학과, 소아정신건강의학과","우울병,우울장애,울병,주요 우울장애"
